module_code,presentation_code,assessment_id,assessment_type,assessment_due_day,assessment_weight,student_id,date_submitted,raw_score,submission_delay_days,is_passed
AAA,2013J,1752,TMA,19,10.00,155550,19,75.00,0,true
AAA,2013J,1752,TMA,19,10.00,155854,18,82.00,-1,true
AAA,2013J,1752,TMA,19,10.00,155984,19,85.00,0,true
AAA,2013J,1752,TMA,19,10.00,157568,18,79.00,-1,true
AAA,2013J,1752,TMA,19,10.00,159954,19,65.00,0,true
AAA,2013J,1752,TMA,19,10.00,164259,18,82.00,-1,true
AAA,2013J,1752,TMA,19,10.00,167906,19,60.00,0,true
AAA,2013J,1752,TMA,19,10.00,168936,19,76.00,0,true
AAA,2013J,1752,TMA,19,10.00,172112,19,60.00,0,true
AAA,2013J,1752,TMA,19,10.00,172797,18,60.00,-1,true
AAA,2013J,1752,TMA,19,10.00,174782,17,83.00,-2,true
AAA,2013J,1752,TMA,19,10.00,175392,16,85.00,-3,true
AAA,2013J,1752,TMA,19,10.00,175932,18,76.00,-1,true
AAA,2013J,1752,TMA,19,10.00,175991,15,51.00,-4,true
AAA,2013J,1752,TMA,19,10.00,180753,18,61.00,-1,true
AAA,2013J,1752,TMA,19,10.00,181316,20,76.00,1,true
AAA,2013J,1752,TMA,19,10.00,183096,19,57.00,0,true
AAA,2013J,1752,TMA,19,10.00,183947,19,67.00,0,true
AAA,2013J,1752,TMA,19,10.00,184271,18,65.00,-1,true
AAA,2013J,1752,TMA,19,10.00,185439,24,74.00,5,true
AAA,2013J,1752,TMA,19,10.00,186149,33,85.00,14,true
AAA,2013J,1752,TMA,19,10.00,187100,17,88.00,-2,true
AAA,2013J,1752,TMA,19,10.00,188278,19,76.00,0,true
AAA,2013J,1752,TMA,19,10.00,189879,19,76.00,0,true
AAA,2013J,1752,TMA,19,10.00,192183,19,75.00,0,true
AAA,2013J,1752,TMA,19,10.00,200860,18,69.00,-1,true
AAA,2013J,1752,TMA,19,10.00,202635,27,68.00,8,true
AAA,2013J,1752,TMA,19,10.00,205350,19,75.00,0,true
AAA,2013J,1752,TMA,19,10.00,205719,19,67.00,0,true
AAA,2013J,1752,TMA,19,10.00,227499,19,84.00,0,true
AAA,2013J,1752,TMA,19,10.00,227517,18,63.00,-1,true
AAA,2013J,1752,TMA,19,10.00,228082,19,58.00,0,true
AAA,2013J,1752,TMA,19,10.00,228222,19,71.00,0,true
AAA,2013J,1752,TMA,19,10.00,229179,19,64.00,0,true
AAA,2013J,1752,TMA,19,10.00,229361,18,81.00,-1,true
AAA,2013J,1752,TMA,19,10.00,231554,19,80.00,0,true
AAA,2013J,1752,TMA,19,10.00,235507,18,65.00,-1,true
AAA,2013J,1752,TMA,19,10.00,236284,23,85.00,4,true
AAA,2013J,1752,TMA,19,10.00,238007,19,83.00,0,true
AAA,2013J,1752,TMA,19,10.00,240712,19,82.00,0,true
AAA,2013J,1752,TMA,19,10.00,240884,18,74.00,-1,true
AAA,2013J,1752,TMA,19,10.00,241649,16,85.00,-3,true
AAA,2013J,1752,TMA,19,10.00,241729,19,51.00,0,true
AAA,2013J,1752,TMA,19,10.00,242793,18,66.00,-1,true
AAA,2013J,1752,TMA,19,10.00,246834,18,60.00,-1,true
AAA,2013J,1752,TMA,19,10.00,248270,19,77.00,0,true
AAA,2013J,1752,TMA,19,10.00,255548,19,84.00,0,true
AAA,2013J,1752,TMA,19,10.00,256815,37,71.00,18,true
AAA,2013J,1752,TMA,19,10.00,258392,18,58.00,-1,true
AAA,2013J,1752,TMA,19,10.00,258894,19,58.00,0,true
AAA,2013J,1752,TMA,19,10.00,260355,21,55.00,2,true
AAA,2013J,1752,TMA,19,10.00,262011,18,60.00,-1,true
AAA,2013J,1752,TMA,19,10.00,262934,18,81.00,-1,true
AAA,2013J,1752,TMA,19,10.00,268073,18,64.00,-1,true
AAA,2013J,1752,TMA,19,10.00,268733,29,51.00,10,true
AAA,2013J,1752,TMA,19,10.00,271251,19,80.00,0,true
AAA,2013J,1752,TMA,19,10.00,277880,20,70.00,1,true
AAA,2013J,1752,TMA,19,10.00,279572,18,79.00,-1,true
AAA,2013J,1752,TMA,19,10.00,281022,18,70.00,-1,true
AAA,2013J,1752,TMA,19,10.00,281250,18,63.00,-1,true
AAA,2013J,1752,TMA,19,10.00,282821,19,61.00,0,true
AAA,2013J,1752,TMA,19,10.00,286488,18,55.00,-1,true
AAA,2013J,1752,TMA,19,10.00,287548,21,69.00,2,true
AAA,2013J,1752,TMA,19,10.00,290201,18,78.00,-1,true
AAA,2013J,1752,TMA,19,10.00,290757,18,75.00,-1,true
AAA,2013J,1752,TMA,19,10.00,291334,18,85.00,-1,true
AAA,2013J,1752,TMA,19,10.00,294570,16,72.00,-3,true
AAA,2013J,1752,TMA,19,10.00,294594,18,61.00,-1,true
AAA,2013J,1752,TMA,19,10.00,295741,18,38.00,-1,false
AAA,2013J,1752,TMA,19,10.00,296332,18,91.00,-1,true
AAA,2013J,1752,TMA,19,10.00,298696,19,77.00,0,true
AAA,2013J,1752,TMA,19,10.00,300398,20,82.00,1,true
AAA,2013J,1752,TMA,19,10.00,302302,18,58.00,-1,true
AAA,2013J,1752,TMA,19,10.00,305152,19,64.00,0,true
AAA,2013J,1752,TMA,19,10.00,305386,19,75.00,0,true
AAA,2013J,1752,TMA,19,10.00,306107,18,73.00,-1,true
AAA,2013J,1752,TMA,19,10.00,306466,7,81.00,-12,true
AAA,2013J,1752,TMA,19,10.00,306897,16,72.00,-3,true
AAA,2013J,1752,TMA,19,10.00,307061,19,82.00,0,true
AAA,2013J,1752,TMA,19,10.00,307866,19,47.00,0,true
AAA,2013J,1752,TMA,19,10.00,311917,18,55.00,-1,true
AAA,2013J,1752,TMA,19,10.00,312537,19,88.00,0,true
AAA,2013J,1752,TMA,19,10.00,312782,18,89.00,-1,true
AAA,2013J,1752,TMA,19,10.00,318933,16,70.00,-3,true
AAA,2013J,1752,TMA,19,10.00,319047,26,77.00,7,true
AAA,2013J,1752,TMA,19,10.00,321942,17,82.00,-2,true
AAA,2013J,1752,TMA,19,10.00,324002,19,85.00,0,true
AAA,2013J,1752,TMA,19,10.00,324084,16,58.00,-3,true
AAA,2013J,1752,TMA,19,10.00,324282,18,38.00,-1,false
AAA,2013J,1752,TMA,19,10.00,331358,18,84.00,-1,true
AAA,2013J,1752,TMA,19,10.00,332789,18,69.00,-1,true
AAA,2013J,1752,TMA,19,10.00,333059,19,72.00,0,true
AAA,2013J,1752,TMA,19,10.00,333323,19,77.00,0,true
AAA,2013J,1752,TMA,19,10.00,334259,19,57.00,0,true
AAA,2013J,1752,TMA,19,10.00,334333,18,36.00,-1,false
AAA,2013J,1752,TMA,19,10.00,335764,19,86.00,0,true
AAA,2013J,1752,TMA,19,10.00,336207,17,71.00,-2,true
AAA,2013J,1752,TMA,19,10.00,339972,16,68.00,-3,true
AAA,2013J,1752,TMA,19,10.00,341872,58,64.00,39,true
AAA,2013J,1752,TMA,19,10.00,342007,20,75.00,1,true
AAA,2013J,1752,TMA,19,10.00,342514,12,68.00,-7,true
AAA,2013J,1752,TMA,19,10.00,342972,14,62.00,-5,true
AAA,2013J,1752,TMA,19,10.00,343446,19,74.00,0,true
AAA,2013J,1752,TMA,19,10.00,344282,18,61.00,-1,true
AAA,2013J,1752,TMA,19,10.00,345068,19,70.00,0,true
AAA,2013J,1752,TMA,19,10.00,345357,16,75.00,-3,true
AAA,2013J,1752,TMA,19,10.00,346025,19,85.00,0,true
AAA,2013J,1752,TMA,19,10.00,350188,19,75.00,0,true
AAA,2013J,1752,TMA,19,10.00,357668,19,49.00,0,true
AAA,2013J,1752,TMA,19,10.00,364177,15,64.00,-4,true
AAA,2013J,1752,TMA,19,10.00,365244,19,64.00,0,true
AAA,2013J,1752,TMA,19,10.00,365642,15,68.00,-4,true
AAA,2013J,1752,TMA,19,10.00,366483,18,88.00,-1,true
AAA,2013J,1752,TMA,19,10.00,368194,19,54.00,0,true
AAA,2013J,1752,TMA,19,10.00,368824,18,61.00,-1,true
AAA,2013J,1752,TMA,19,10.00,368963,20,58.00,1,true
AAA,2013J,1752,TMA,19,10.00,376439,19,86.00,0,true
AAA,2013J,1752,TMA,19,10.00,376581,18,86.00,-1,true
AAA,2013J,1752,TMA,19,10.00,380953,17,73.00,-2,true
AAA,2013J,1752,TMA,19,10.00,383254,18,74.00,-1,true
AAA,2013J,1752,TMA,19,10.00,386924,26,59.00,7,true
AAA,2013J,1752,TMA,19,10.00,386952,19,67.00,0,true
AAA,2013J,1752,TMA,19,10.00,388722,21,65.00,2,true
AAA,2013J,1752,TMA,19,10.00,388885,19,51.00,0,true
AAA,2013J,1752,TMA,19,10.00,390890,19,75.00,0,true
AAA,2013J,1752,TMA,19,10.00,392756,19,53.00,0,true
AAA,2013J,1752,TMA,19,10.00,392931,29,65.00,10,true
AAA,2013J,1752,TMA,19,10.00,393207,18,68.00,-1,true
AAA,2013J,1752,TMA,19,10.00,396872,19,63.00,0,true
AAA,2013J,1752,TMA,19,10.00,398552,17,54.00,-2,true
AAA,2013J,1752,TMA,19,10.00,401869,19,55.00,0,true
AAA,2013J,1752,TMA,19,10.00,402470,16,80.00,-3,true
AAA,2013J,1752,TMA,19,10.00,404804,18,52.00,-1,true
AAA,2013J,1752,TMA,19,10.00,405088,19,85.00,0,true
AAA,2013J,1752,TMA,19,10.00,414117,18,81.00,-1,true
AAA,2013J,1752,TMA,19,10.00,415969,20,67.00,1,true
AAA,2013J,1752,TMA,19,10.00,420087,20,80.00,1,true
AAA,2013J,1752,TMA,19,10.00,429958,19,59.00,0,true
AAA,2013J,1752,TMA,19,10.00,441018,18,54.00,-1,true
AAA,2013J,1752,TMA,19,10.00,441888,20,74.00,1,true
AAA,2013J,1752,TMA,19,10.00,442442,19,39.00,0,false
AAA,2013J,1752,TMA,19,10.00,444677,19,91.00,0,true
AAA,2013J,1752,TMA,19,10.00,470588,19,86.00,0,true
AAA,2013J,1752,TMA,19,10.00,489455,15,74.00,-4,true
AAA,2013J,1752,TMA,19,10.00,495284,18,73.00,-1,true
AAA,2013J,1752,TMA,19,10.00,498857,19,77.00,0,true
AAA,2013J,1752,TMA,19,10.00,508818,19,73.00,0,true
AAA,2013J,1752,TMA,19,10.00,512460,19,59.00,0,true
AAA,2013J,1752,TMA,19,10.00,544103,18,82.00,-1,true
AAA,2013J,1752,TMA,19,10.00,550383,19,77.00,0,true
AAA,2013J,1752,TMA,19,10.00,564450,18,64.00,-1,true
AAA,2013J,1752,TMA,19,10.00,568601,19,85.00,0,true
AAA,2013J,1752,TMA,19,10.00,572652,19,71.00,0,true
AAA,2013J,1752,TMA,19,10.00,580389,19,75.00,0,true
AAA,2013J,1752,TMA,19,10.00,588775,18,85.00,-1,true
AAA,2013J,1752,TMA,19,10.00,591774,19,88.00,0,true
AAA,2013J,1752,TMA,19,10.00,603861,19,61.00,0,true
AAA,2013J,1752,TMA,19,10.00,606143,19,78.00,0,true
AAA,2013J,1752,TMA,19,10.00,704156,18,67.00,-1,true
AAA,2013J,1752,TMA,19,10.00,705379,19,81.00,0,true
AAA,2013J,1752,TMA,19,10.00,721259,22,0.00,3,false
AAA,2013J,1752,TMA,19,10.00,749412,16,83.00,-3,true
AAA,2013J,1752,TMA,19,10.00,760729,18,80.00,-1,true
AAA,2013J,1752,TMA,19,10.00,905042,17,64.00,-2,true
AAA,2013J,1752,TMA,19,10.00,949618,18,63.00,-1,true
AAA,2013J,1752,TMA,19,10.00,958987,18,78.00,-1,true
AAA,2013J,1752,TMA,19,10.00,968578,27,62.00,8,true
AAA,2013J,1752,TMA,19,10.00,969076,18,82.00,-1,true
AAA,2013J,1752,TMA,19,10.00,971027,19,76.00,0,true
AAA,2013J,1752,TMA,19,10.00,978739,18,59.00,-1,true
AAA,2013J,1752,TMA,19,10.00,1035023,19,73.00,0,true
AAA,2013J,1752,TMA,19,10.00,1105478,19,90.00,0,true
AAA,2013J,1752,TMA,19,10.00,1352868,19,66.00,0,true
AAA,2013J,1752,TMA,19,10.00,1401935,26,45.00,7,true
AAA,2013J,1752,TMA,19,10.00,1402638,21,77.00,2,true
AAA,2013J,1752,TMA,19,10.00,1414443,50,58.00,31,true
AAA,2013J,1752,TMA,19,10.00,1465690,19,85.00,0,true
AAA,2013J,1752,TMA,19,10.00,1472925,30,61.00,11,true
AAA,2013J,1752,TMA,19,10.00,1488959,20,67.00,1,true
AAA,2013J,1752,TMA,19,10.00,1518989,19,78.00,0,true
AAA,2013J,1752,TMA,19,10.00,1618738,19,84.00,0,true
AAA,2013J,1752,TMA,19,10.00,1620151,19,85.00,0,true
AAA,2013J,1752,TMA,19,10.00,1626710,17,82.00,-2,true
AAA,2013J,1752,TMA,19,10.00,1640609,16,83.00,-3,true
AAA,2013J,1752,TMA,19,10.00,1686521,17,68.00,-2,true
AAA,2013J,1752,TMA,19,10.00,1729319,19,80.00,0,true
AAA,2013J,1752,TMA,19,10.00,1746134,18,83.00,-1,true
AAA,2013J,1752,TMA,19,10.00,1758449,18,65.00,-1,true
AAA,2013J,1752,TMA,19,10.00,1765788,19,57.00,0,true
AAA,2013J,1752,TMA,19,10.00,1801229,19,79.00,0,true
AAA,2013J,1752,TMA,19,10.00,1801641,18,72.00,-1,true
AAA,2013J,1752,TMA,19,10.00,1847830,18,83.00,-1,true
AAA,2013J,1752,TMA,19,10.00,1860318,19,57.00,0,true
AAA,2013J,1752,TMA,19,10.00,1889511,22,72.00,3,true
AAA,2013J,1752,TMA,19,10.00,1889577,19,72.00,0,true
AAA,2013J,1752,TMA,19,10.00,1894188,14,76.00,-5,true
AAA,2013J,1752,TMA,19,10.00,1938355,10,82.00,-9,true
AAA,2013J,1752,TMA,19,10.00,1942396,19,50.00,0,true
AAA,2013J,1752,TMA,19,10.00,1970390,21,78.00,2,true
AAA,2013J,1752,TMA,19,10.00,1976139,17,75.00,-2,true
AAA,2013J,1752,TMA,19,10.00,2011876,19,79.00,0,true
AAA,2013J,1752,TMA,19,10.00,2012966,19,75.00,0,true
AAA,2013J,1752,TMA,19,10.00,2051699,19,62.00,0,true
AAA,2013J,1752,TMA,19,10.00,2062879,18,56.00,-1,true
AAA,2013J,1752,TMA,19,10.00,2065691,36,30.00,17,false
AAA,2013J,1752,TMA,19,10.00,2073016,23,60.00,4,true
AAA,2013J,1752,TMA,19,10.00,2080474,19,88.00,0,true
AAA,2013J,1752,TMA,19,10.00,2083877,19,72.00,0,true
AAA,2013J,1752,TMA,19,10.00,2084066,21,65.00,2,true
AAA,2013J,1752,TMA,19,10.00,2104505,18,80.00,-1,true
AAA,2013J,1752,TMA,19,10.00,2122180,23,86.00,4,true
AAA,2013J,1752,TMA,19,10.00,2139353,23,65.00,4,true
AAA,2013J,1752,TMA,19,10.00,2143752,19,50.00,0,true
AAA,2013J,1752,TMA,19,10.00,2146792,19,68.00,0,true
AAA,2013J,1752,TMA,19,10.00,2153153,18,61.00,-1,true
AAA,2013J,1752,TMA,19,10.00,2155014,22,76.00,3,true
AAA,2013J,1752,TMA,19,10.00,2164705,18,70.00,-1,true
AAA,2013J,1752,TMA,19,10.00,2171627,15,71.00,-4,true
AAA,2013J,1752,TMA,19,10.00,2182846,18,65.00,-1,true
AAA,2013J,1752,TMA,19,10.00,2194100,17,64.00,-2,true
AAA,2013J,1752,TMA,19,10.00,2197016,9,75.00,-10,true
AAA,2013J,1752,TMA,19,10.00,2208424,16,73.00,-3,true
AAA,2013J,1752,TMA,19,10.00,2229865,18,73.00,-1,true
AAA,2013J,1752,TMA,19,10.00,2255601,19,71.00,0,true
AAA,2013J,1752,TMA,19,10.00,2268379,19,80.00,0,true
AAA,2013J,1752,TMA,19,10.00,2278464,18,60.00,-1,true
AAA,2013J,1752,TMA,19,10.00,2293923,19,72.00,0,true
AAA,2013J,1752,TMA,19,10.00,2312620,26,11.00,7,false
AAA,2013J,1752,TMA,19,10.00,2329342,19,56.00,0,true
AAA,2013J,1752,TMA,19,10.00,2339528,25,76.00,6,true
AAA,2013J,1752,TMA,19,10.00,2342426,24,70.00,5,true
AAA,2013J,1752,TMA,19,10.00,2344901,19,67.00,0,true
AAA,2013J,1752,TMA,19,10.00,2358056,19,56.00,0,true
AAA,2013J,1752,TMA,19,10.00,2358969,19,68.00,0,true
AAA,2013J,1752,TMA,19,10.00,2364471,25,90.00,6,true
AAA,2013J,1752,TMA,19,10.00,2367155,19,63.00,0,true
AAA,2013J,1752,TMA,19,10.00,2369266,19,50.00,0,true
AAA,2013J,1752,TMA,19,10.00,2376496,19,64.00,0,true
AAA,2013J,1752,TMA,19,10.00,2391984,20,75.00,1,true
AAA,2013J,1752,TMA,19,10.00,2411661,18,55.00,-1,true
AAA,2013J,1752,TMA,19,10.00,2411778,14,77.00,-5,true
AAA,2013J,1752,TMA,19,10.00,2412002,20,86.00,1,true
AAA,2013J,1752,TMA,19,10.00,2412967,19,80.00,0,true
AAA,2013J,1752,TMA,19,10.00,2429854,24,51.00,5,true
AAA,2013J,1752,TMA,19,10.00,2437837,17,67.00,-2,true
AAA,2013J,1752,TMA,19,10.00,2449878,22,66.00,3,true
AAA,2013J,1752,TMA,19,10.00,2456480,23,40.00,4,true
AAA,2013J,1752,TMA,19,10.00,2457256,19,60.00,0,true
AAA,2013J,1752,TMA,19,10.00,2458355,19,88.00,0,true
AAA,2013J,1752,TMA,19,10.00,2460080,18,85.00,-1,true
AAA,2013J,1752,TMA,19,10.00,2461190,19,62.00,0,true
AAA,2013J,1752,TMA,19,10.00,2479954,19,77.00,0,true
AAA,2013J,1752,TMA,19,10.00,2481901,17,82.00,-2,true
AAA,2013J,1752,TMA,19,10.00,2482700,17,63.00,-2,true
AAA,2013J,1752,TMA,19,10.00,2486127,18,70.00,-1,true
AAA,2013J,1752,TMA,19,10.00,2498700,22,74.00,3,true
AAA,2013J,1752,TMA,19,10.00,2516503,18,82.00,-1,true
AAA,2013J,1752,TMA,19,10.00,2518069,17,74.00,-2,true
AAA,2013J,1752,TMA,19,10.00,2521459,19,63.00,0,true
AAA,2013J,1752,TMA,19,10.00,2523736,26,58.00,7,true
AAA,2013J,1752,TMA,19,10.00,2529279,15,71.00,-4,true
AAA,2013J,1752,TMA,19,10.00,2532302,18,69.00,-1,true
AAA,2013J,1752,TMA,19,10.00,2536991,19,72.00,0,true
AAA,2013J,1752,TMA,19,10.00,2550279,19,62.00,0,true
AAA,2013J,1752,TMA,19,10.00,2551220,19,77.00,0,true
AAA,2013J,1752,TMA,19,10.00,2552472,33,62.00,14,true
AAA,2013J,1752,TMA,19,10.00,2555340,18,94.00,-1,true
AAA,2013J,1752,TMA,19,10.00,2557283,18,75.00,-1,true
AAA,2013J,1752,TMA,19,10.00,2559575,18,54.00,-1,true
AAA,2013J,1752,TMA,19,10.00,2562034,19,70.00,0,true
AAA,2013J,1752,TMA,19,10.00,2566163,18,87.00,-1,true
AAA,2013J,1752,TMA,19,10.00,2566592,17,86.00,-2,true
AAA,2013J,1752,TMA,19,10.00,2574528,19,63.00,0,true
AAA,2013J,1752,TMA,19,10.00,2574583,19,66.00,0,true
AAA,2013J,1752,TMA,19,10.00,2576122,18,64.00,-1,true
AAA,2013J,1752,TMA,19,10.00,2578995,15,75.00,-4,true
AAA,2013J,1752,TMA,19,10.00,2586560,18,75.00,-1,true
AAA,2013J,1752,TMA,19,10.00,2594139,20,87.00,1,true
AAA,2013J,1752,TMA,19,10.00,2598871,17,66.00,-2,true
AAA,2013J,1752,TMA,19,10.00,2599352,23,80.00,4,true
AAA,2013J,1752,TMA,19,10.00,2600688,19,64.00,0,true
AAA,2013J,1752,TMA,19,10.00,2606098,15,70.00,-4,true
AAA,2013J,1752,TMA,19,10.00,2613116,18,68.00,-1,true
AAA,2013J,1752,TMA,19,10.00,2617002,26,67.00,7,true
AAA,2013J,1752,TMA,19,10.00,2639449,19,67.00,0,true
AAA,2013J,1752,TMA,19,10.00,2639540,26,76.00,7,true
AAA,2013J,1752,TMA,19,10.00,2639641,18,66.00,-1,true
AAA,2013J,1752,TMA,19,10.00,2641155,19,78.00,0,true
AAA,2013J,1752,TMA,19,10.00,2643002,19,49.00,0,true
AAA,2013J,1752,TMA,19,10.00,2645733,19,87.00,0,true
AAA,2013J,1752,TMA,19,10.00,2649826,14,75.00,-5,true
AAA,2013J,1752,TMA,19,10.00,2650282,19,83.00,0,true
AAA,2013J,1752,TMA,19,10.00,2664024,22,48.00,3,true
AAA,2013J,1752,TMA,19,10.00,2666246,19,76.00,0,true
AAA,2013J,1752,TMA,19,10.00,2669816,17,67.00,-2,true
AAA,2013J,1752,TMA,19,10.00,2671132,18,59.00,-1,true
AAA,2013J,1752,TMA,19,10.00,2676809,17,46.00,-2,true
AAA,2013J,1752,TMA,19,10.00,2678643,19,83.00,0,true
AAA,2013J,1752,TMA,19,10.00,2685865,19,74.00,0,true
AAA,2013J,1752,TMA,19,10.00,2688067,19,70.00,0,true
AAA,2013J,1752,TMA,19,10.00,2689958,19,86.00,0,true
AAA,2013J,1752,TMA,19,10.00,2691206,19,86.00,0,true
AAA,2013J,1752,TMA,19,10.00,2694424,17,89.00,-2,true
AAA,2013J,1752,TMA,19,10.00,2698257,22,58.00,3,true
AAA,2013J,1753,TMA,54,20.00,704156,56,68.00,2,true
AAA,2013J,1753,TMA,54,20.00,705379,53,83.00,-1,true
AAA,2013J,1753,TMA,54,20.00,749412,51,61.00,-3,true
AAA,2013J,1753,TMA,54,20.00,760729,52,80.00,-2,true
AAA,2013J,1753,TMA,54,20.00,905042,53,73.00,-1,true
AAA,2013J,1753,TMA,54,20.00,949618,53,63.00,-1,true
AAA,2013J,1753,TMA,54,20.00,958987,54,78.00,0,true
AAA,2013J,1753,TMA,54,20.00,968578,54,77.00,0,true
AAA,2013J,1753,TMA,54,20.00,969076,53,62.00,-1,true
AAA,2013J,1753,TMA,54,20.00,971027,53,68.00,-1,true
AAA,2013J,1753,TMA,54,20.00,978739,54,58.00,0,true
AAA,2013J,1753,TMA,54,20.00,1035023,54,65.00,0,true
AAA,2013J,1753,TMA,54,20.00,1105478,54,85.00,0,true
AAA,2013J,1753,TMA,54,20.00,1352868,64,65.00,10,true
AAA,2013J,1753,TMA,54,20.00,1401935,61,25.00,7,false
AAA,2013J,1753,TMA,54,20.00,1402638,70,68.00,16,true
AAA,2013J,1753,TMA,54,20.00,1414443,106,60.00,52,true
AAA,2013J,1753,TMA,54,20.00,1465690,54,76.00,0,true
AAA,2013J,1753,TMA,54,20.00,1472925,53,54.00,-1,true
AAA,2013J,1753,TMA,54,20.00,1488959,57,64.00,3,true
AAA,2013J,1753,TMA,54,20.00,1518989,54,77.00,0,true
AAA,2013J,1753,TMA,54,20.00,1618738,54,83.00,0,true
AAA,2013J,1753,TMA,54,20.00,1626710,53,85.00,-1,true
AAA,2013J,1753,TMA,54,20.00,1640609,53,86.00,-1,true
AAA,2013J,1753,TMA,54,20.00,1729319,54,78.00,0,true
AAA,2013J,1753,TMA,54,20.00,1746134,53,87.00,-1,true
AAA,2013J,1753,TMA,54,20.00,1758449,54,57.00,0,true
AAA,2013J,1753,TMA,54,20.00,1765788,59,63.00,5,true
AAA,2013J,1753,TMA,54,20.00,1801229,61,76.00,7,true
AAA,2013J,1753,TMA,54,20.00,1801641,53,74.00,-1,true
AAA,2013J,1753,TMA,54,20.00,1847830,53,60.00,-1,true
AAA,2013J,1753,TMA,54,20.00,1860318,54,72.00,0,true
AAA,2013J,1753,TMA,54,20.00,1889511,54,69.00,0,true
AAA,2013J,1753,TMA,54,20.00,1889577,58,69.00,4,true
AAA,2013J,1753,TMA,54,20.00,1894188,51,67.00,-3,true
AAA,2013J,1753,TMA,54,20.00,1938355,48,50.00,-6,true
AAA,2013J,1753,TMA,54,20.00,1942396,62,50.00,8,true
AAA,2013J,1753,TMA,54,20.00,1970390,64,90.00,10,true
AAA,2013J,1753,TMA,54,20.00,1976139,53,76.00,-1,true
