student_id,module_code,presentation_code,has_withdrawn,is_early_withdrawal_14d,week_1_minutes,week_2_minutes,week_2_activity_bucket
55450,FFF,2013B,false,false,0.0,126.0,90-179 mins (Good)
55968,BBB,2014B,false,false,22.5,229.5,180+ mins (Optimal)
56637,FFF,2014J,false,false,678.0,484.5,180+ mins (Optimal)
56667,FFF,2014J,false,false,1.5,0.0,<15 mins (Inactive)
56789,BBB,2013J,false,false,27.0,0.0,<15 mins (Inactive)
57079,BBB,2013J,false,false,82.5,6.0,<15 mins (Inactive)
57227,DDD,2013J,false,false,43.5,51.0,45-89 mins (Moderate)
57285,BBB,2014J,false,false,1.5,22.5,15-44 mins (At-Risk)
57340,CCC,2014B,false,false,6.0,0.0,<15 mins (Inactive)
57359,DDD,2013B,true,true,69.0,0.0,<15 mins (Inactive)
57506,AAA,2013J,false,false,169.5,102.0,90-179 mins (Good)
57818,DDD,2013J,false,false,300.0,222.0,180+ mins (Optimal)
57844,FFF,2013J,false,false,1.5,58.5,45-89 mins (Moderate)
58071,AAA,2014J,false,false,423.0,171.0,90-179 mins (Good)
58077,FFF,2013J,false,false,0.0,7.5,<15 mins (Inactive)
58089,BBB,2013B,false,false,64.5,0.0,<15 mins (Inactive)
58316,AAA,2014J,false,false,70.5,180.0,90-179 mins (Good)
58549,FFF,2013B,false,false,369.0,36.0,15-44 mins (At-Risk)
58617,DDD,2014B,false,false,147.0,70.5,45-89 mins (Moderate)
58640,FFF,2013J,false,false,37.5,13.5,<15 mins (Inactive)
58653,BBB,2014J,false,false,0.0,18.0,15-44 mins (At-Risk)
58873,AAA,2013J,false,false,114.0,82.5,45-89 mins (Moderate)
58884,FFF,2014J,false,false,232.5,174.0,90-179 mins (Good)
59185,AAA,2013J,false,false,112.5,357.0,180+ mins (Optimal)
59272,BBB,2014J,false,false,72.0,135.0,90-179 mins (Good)
59275,DDD,2013J,false,false,13.5,105.0,90-179 mins (Good)
59370,DDD,2013J,false,false,70.5,66.0,45-89 mins (Moderate)
59541,CCC,2014B,true,false,28.5,28.5,15-44 mins (At-Risk)
59725,BBB,2014B,false,false,142.5,37.5,15-44 mins (At-Risk)
60135,DDD,2013B,false,false,381.0,418.5,180+ mins (Optimal)
60162,GGG,2014J,false,false,0.0,22.5,15-44 mins (At-Risk)
60405,GGG,2013J,false,false,46.5,7.5,<15 mins (Inactive)
60416,BBB,2014B,false,false,51.0,57.0,45-89 mins (Moderate)
60519,FFF,2013B,true,false,339.0,378.0,180+ mins (Optimal)
60809,CCC,2014J,false,false,40.5,124.5,90-179 mins (Good)
60809,EEE,2014J,false,false,22.5,22.5,15-44 mins (At-Risk)
60830,BBB,2014B,false,false,112.5,36.0,15-44 mins (At-Risk)
61227,CCC,2014J,false,false,18.0,331.5,180+ mins (Optimal)
61236,CCC,2014J,true,false,60.0,40.5,15-44 mins (At-Risk)
61352,BBB,2014J,true,false,9.0,103.5,90-179 mins (Good)
61911,DDD,2014B,false,false,13.5,30.0,15-44 mins (At-Risk)
62034,EEE,2014J,false,false,63.0,88.5,45-89 mins (Moderate)
62155,AAA,2013J,false,false,60.0,30.0,15-44 mins (At-Risk)
62278,CCC,2014B,false,false,48.0,172.5,90-179 mins (Good)
62487,AAA,2014J,false,false,55.5,12.0,<15 mins (Inactive)
62631,BBB,2013B,false,false,150.0,6.0,<15 mins (Inactive)
62975,GGG,2013J,false,false,81.0,0.0,<15 mins (Inactive)
63015,DDD,2014J,false,false,136.5,30.0,15-44 mins (At-Risk)
63044,BBB,2013J,false,false,22.5,37.5,15-44 mins (At-Risk)
63112,EEE,2013J,false,false,25.5,60.0,45-89 mins (Moderate)
63112,FFF,2014J,true,false,0.0,84.0,45-89 mins (Moderate)
63165,AAA,2014J,false,false,154.5,151.5,90-179 mins (Good)
63295,FFF,2013J,false,false,126.0,27.0,15-44 mins (At-Risk)
63371,CCC,2014J,false,false,150.0,156.0,90-179 mins (Good)
63400,AAA,2013J,false,false,87.0,195.0,180+ mins (Optimal)
63566,DDD,2013J,false,false,96.0,0.0,<15 mins (Inactive)
63721,BBB,2014B,false,false,99.0,24.0,15-44 mins (At-Risk)
63827,DDD,2014J,true,false,18.0,0.0,<15 mins (Inactive)
63856,DDD,2013J,false,false,34.5,21.0,15-44 mins (At-Risk)
63949,GGG,2014J,false,false,0.0,70.5,45-89 mins (Moderate)
63958,FFF,2014B,false,false,43.5,0.0,<15 mins (Inactive)
64275,BBB,2014B,false,false,66.0,19.5,15-44 mins (At-Risk)
64296,EEE,2014B,false,false,16.5,0.0,<15 mins (Inactive)
64388,FFF,2013J,false,false,348.0,802.5,180+ mins (Optimal)
64427,FFF,2014J,false,false,186.0,141.0,90-179 mins (Good)
64450,DDD,2014B,false,false,396.0,604.5,180+ mins (Optimal)
64767,DDD,2014B,true,false,15.0,7.5,<15 mins (Inactive)
64901,GGG,2014B,false,false,33.0,42.0,15-44 mins (At-Risk)
65002,AAA,2013J,true,false,84.0,9.0,<15 mins (Inactive)
65002,AAA,2014J,false,false,0.0,4.5,<15 mins (Inactive)
65656,FFF,2013B,false,false,3.0,1.5,<15 mins (Inactive)
66047,DDD,2013J,true,false,13.5,16.5,15-44 mins (At-Risk)
66254,CCC,2014B,false,false,199.5,193.5,180+ mins (Optimal)
66451,FFF,2013J,false,false,0.0,45.0,15-44 mins (At-Risk)
66577,DDD,2013J,false,false,81.0,39.0,15-44 mins (At-Risk)
66579,DDD,2013B,false,false,82.5,121.5,90-179 mins (Good)
66713,EEE,2013J,false,false,220.5,82.5,45-89 mins (Moderate)
66892,FFF,2014J,true,false,0.0,54.0,45-89 mins (Moderate)
67182,GGG,2013J,false,false,12.0,0.0,<15 mins (Inactive)
67471,DDD,2013J,false,false,54.0,58.5,45-89 mins (Moderate)
67505,DDD,2013J,false,false,90.0,289.5,180+ mins (Optimal)
67539,EEE,2014J,false,false,121.5,160.5,90-179 mins (Good)
67602,DDD,2013B,false,false,33.0,78.0,45-89 mins (Moderate)
67685,EEE,2014J,false,false,162.0,358.5,180+ mins (Optimal)
67781,DDD,2014B,false,false,54.0,9.0,<15 mins (Inactive)
67785,DDD,2013B,false,false,28.5,22.5,15-44 mins (At-Risk)
67986,FFF,2014B,true,false,223.5,216.0,180+ mins (Optimal)
68011,DDD,2013J,true,false,39.0,16.5,15-44 mins (At-Risk)
68107,FFF,2013J,false,false,4.5,100.5,90-179 mins (Good)
68208,FFF,2013B,false,false,690.0,480.0,180+ mins (Optimal)
68376,DDD,2013J,false,false,49.5,0.0,<15 mins (Inactive)
68417,DDD,2014J,false,false,66.0,232.5,180+ mins (Optimal)
68556,BBB,2013J,false,false,22.5,0.0,<15 mins (Inactive)
69346,FFF,2013J,true,false,232.5,1.5,<15 mins (Inactive)
69439,FFF,2014J,true,true,22.5,295.5,180+ mins (Optimal)
69489,DDD,2013J,true,false,39.0,27.0,15-44 mins (At-Risk)
69489,DDD,2014B,false,false,75.0,45.0,15-44 mins (At-Risk)
69491,DDD,2013B,false,false,12.0,0.0,<15 mins (Inactive)
69494,CCC,2014B,true,false,190.5,145.5,90-179 mins (Good)
69494,CCC,2014J,true,false,166.5,106.5,90-179 mins (Good)
69703,CCC,2014B,false,false,70.5,150.0,90-179 mins (Good)
70011,AAA,2014J,false,false,216.0,363.0,180+ mins (Optimal)
70214,CCC,2014J,true,false,51.0,0.0,<15 mins (Inactive)
70214,EEE,2013J,false,false,9.0,357.0,180+ mins (Optimal)
70381,CCC,2014B,false,false,3.0,0.0,<15 mins (Inactive)
70464,AAA,2013J,false,false,159.0,111.0,90-179 mins (Good)
70495,CCC,2014J,false,false,217.5,85.5,45-89 mins (Moderate)
70495,FFF,2013J,false,false,186.0,315.0,180+ mins (Optimal)
70537,EEE,2014B,false,false,66.0,141.0,90-179 mins (Good)
70569,BBB,2014J,false,false,15.0,21.0,15-44 mins (At-Risk)
70608,BBB,2013B,false,false,31.5,40.5,15-44 mins (At-Risk)
70750,BBB,2014J,true,true,19.5,16.5,15-44 mins (At-Risk)
70771,CCC,2014B,true,false,0.0,9.0,<15 mins (Inactive)
70827,EEE,2014J,true,false,181.5,0.0,<15 mins (Inactive)
71159,FFF,2014J,false,false,237.0,139.5,90-179 mins (Good)
71209,DDD,2013J,false,false,24.0,36.0,15-44 mins (At-Risk)
71252,FFF,2013J,false,false,48.0,3.0,<15 mins (Inactive)
71361,AAA,2013J,false,false,228.0,436.5,180+ mins (Optimal)
71433,BBB,2013B,false,false,39.0,9.0,<15 mins (Inactive)
71504,BBB,2014J,false,false,48.0,52.5,45-89 mins (Moderate)
71578,FFF,2013B,false,false,36.0,19.5,15-44 mins (At-Risk)
71676,DDD,2014J,false,false,135.0,1.5,<15 mins (Inactive)
71723,CCC,2014J,false,false,0.0,25.5,15-44 mins (At-Risk)
71723,DDD,2014B,false,false,0.0,103.5,90-179 mins (Good)
71897,FFF,2013J,true,false,124.5,13.5,<15 mins (Inactive)
72114,FFF,2014B,false,false,157.5,211.5,180+ mins (Optimal)
72349,BBB,2014J,true,false,25.5,18.0,15-44 mins (At-Risk)
72400,BBB,2014B,false,false,0.0,10.5,<15 mins (Inactive)
72609,CCC,2014J,false,false,85.5,151.5,90-179 mins (Good)
72693,FFF,2013B,false,false,0.0,31.5,15-44 mins (At-Risk)
72864,FFF,2013J,false,false,172.5,100.5,90-179 mins (Good)
73019,DDD,2014J,false,false,7.5,0.0,<15 mins (Inactive)
73489,BBB,2013J,false,false,331.5,93.0,90-179 mins (Good)
73584,BBB,2014J,true,false,39.0,0.0,<15 mins (Inactive)
73664,DDD,2014J,false,false,0.0,1.5,<15 mins (Inactive)
73874,BBB,2014J,true,false,309.0,4.5,<15 mins (Inactive)
74113,FFF,2013B,false,false,39.0,0.0,<15 mins (Inactive)
74165,FFF,2014J,false,false,147.0,157.5,90-179 mins (Good)
74290,CCC,2014B,true,false,22.5,94.5,90-179 mins (Good)
74290,CCC,2014J,true,false,13.5,16.5,15-44 mins (At-Risk)
74502,DDD,2013J,false,false,79.5,94.5,90-179 mins (Good)
74521,FFF,2014B,false,false,0.0,13.5,<15 mins (Inactive)
74524,FFF,2014B,false,false,0.0,22.5,15-44 mins (At-Risk)
74585,BBB,2013J,false,false,405.0,285.0,180+ mins (Optimal)
74695,BBB,2013B,false,false,394.5,312.0,180+ mins (Optimal)
74734,BBB,2013B,false,false,15.0,19.5,15-44 mins (At-Risk)
75091,AAA,2013J,false,false,189.0,120.0,90-179 mins (Good)
75107,FFF,2014J,false,false,250.5,412.5,180+ mins (Optimal)
75255,AAA,2014J,false,false,21.0,180.0,90-179 mins (Good)
75399,BBB,2013B,false,false,27.0,0.0,<15 mins (Inactive)
75427,DDD,2014J,false,false,66.0,51.0,45-89 mins (Moderate)
75454,CCC,2014B,false,false,568.5,10.5,<15 mins (Inactive)
75728,CCC,2014B,false,false,513.0,96.0,90-179 mins (Good)
76081,DDD,2014B,true,false,196.5,127.5,90-179 mins (Good)
76081,DDD,2014J,false,false,18.0,0.0,<15 mins (Inactive)
76579,EEE,2013J,true,false,165.0,79.5,45-89 mins (Moderate)
76579,EEE,2014J,false,false,6.0,7.5,<15 mins (Inactive)
76949,CCC,2014J,false,false,28.5,18.0,15-44 mins (At-Risk)
77241,DDD,2013J,true,false,82.5,27.0,15-44 mins (At-Risk)
77367,AAA,2013J,false,false,102.0,61.5,45-89 mins (Moderate)
77692,FFF,2014J,false,false,129.0,0.0,<15 mins (Inactive)
77744,FFF,2013J,false,false,9.0,3.0,<15 mins (Inactive)
77763,DDD,2013B,false,false,42.0,43.5,15-44 mins (At-Risk)
77845,FFF,2014B,false,false,118.5,24.0,15-44 mins (At-Risk)
77995,FFF,2014J,false,false,6.0,4.5,<15 mins (Inactive)
77998,FFF,2013B,true,false,0.0,16.5,15-44 mins (At-Risk)
77998,FFF,2014B,false,false,12.0,0.0,<15 mins (Inactive)
78170,DDD,2013J,false,false,148.5,352.5,180+ mins (Optimal)
78255,BBB,2013J,true,false,67.5,24.0,15-44 mins (At-Risk)
78255,BBB,2014B,false,false,45.0,0.0,<15 mins (Inactive)
78645,BBB,2013B,false,false,40.5,57.0,45-89 mins (Moderate)
79261,FFF,2013J,false,false,112.5,120.0,90-179 mins (Good)
79403,AAA,2014J,true,false,96.0,81.0,45-89 mins (Moderate)
79461,CCC,2014B,true,false,24.0,12.0,<15 mins (Inactive)
79610,FFF,2014J,false,false,165.0,25.5,15-44 mins (At-Risk)
79683,FFF,2014B,true,false,15.0,67.5,45-89 mins (Moderate)
80329,CCC,2014B,true,false,24.0,25.5,15-44 mins (At-Risk)
80329,CCC,2014J,false,false,4.5,21.0,15-44 mins (At-Risk)
80329,DDD,2013J,true,false,79.5,10.5,<15 mins (Inactive)
80329,DDD,2014J,false,false,81.0,52.5,45-89 mins (Moderate)
80358,EEE,2014J,false,false,156.0,16.5,15-44 mins (At-Risk)
80438,FFF,2014J,false,false,240.0,189.0,180+ mins (Optimal)
80491,CCC,2014J,true,false,10.5,16.5,15-44 mins (At-Risk)
